math_score,sex,education,BSBM16A,BSBM16B,BSBM16C,BSBM16D,BSBM16E,BSBM16F,BSBM16G,BSBM16H,BSBM16I,BSBM17A,BSBM17B,BSBM17C,BSBM17D,BSBM17E,BSBM17F,BSBM17G,BSBM19A,BSBM19B,BSBM19C,BSBM19D,BSBM19E,BSBM19F,BSBM19G,BSBM19H,BSBM19I,BSBM20A,BSBM20B,BSBM20C,BSBM20D,BSBM20E,BSBM20F,BSBM20G,BSBM20H,BSBM20I,interest,teaching,success,importance
275.6462,0,Post-Secondary,3.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,2.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,2.0,3.0,4.0,2.0,1.0,1.0,4.0,1.0,3.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,1.7777777777777777,2.2857142857142856,2.5555555555555554,3.2222222222222223
685.84238,0,Secondary or lower,2.0,4.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,4.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,2.4285714285714284,1.8888888888888888,2.2222222222222223
570.67206,1,Don't Know,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.7777777777777777,3.0,2.3333333333333335,3.0
591.09707,0,Don't Know,3.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.6666666666666665,3.142857142857143,2.6666666666666665,3.0
628.80414,0,Don't Know,4.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,2.7777777777777777,3.4285714285714284,3.0,3.3333333333333335
591.61553,0,University or Higher,3.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,2.4444444444444446,3.7142857142857144,2.6666666666666665,2.7777777777777777
580.79988,0,Don't Know,2.0,4.0,4.0,2.0,3.0,2.0,2.0,1.0,1.0,3.0,2.0,3.0,2.0,1.0,2.0,1.0,3.0,4.0,4.0,4.0,2.0,4.0,3.0,2.0,3.0,2.0,3.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,2.3333333333333335,2.0,3.2222222222222223,3.4444444444444446
562.84314,1,University or Higher,4.0,2.0,2.0,3.0,4.0,4.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,4.0,4.0,3.0,2.0,2.0,4.0,4.0,4.0,2.888888888888889,3.4285714285714284,2.888888888888889,3.3333333333333335
633.67451,1,University or Higher,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,4.0,3.0,2.888888888888889,3.4285714285714284,1.8888888888888888,2.7777777777777777
721.8238,0,University or Higher,3.0,2.0,2.0,4.0,2.0,3.0,2.0,3.0,1.0,4.0,3.0,2.0,3.0,4.0,4.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,2.4444444444444446,3.2857142857142856,1.6666666666666667,3.888888888888889
611.20962,1,Post-Secondary,2.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,4.0,4.0,4.0,1.7777777777777777,3.4285714285714284,1.6666666666666667,2.888888888888889
441.35306,0,Post-Secondary,4.0,1.0,1.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,4.0,3.0,2.0,2.0,2.0,3.0,2.0,4.0,4.0,2.7777777777777777,3.142857142857143,2.7777777777777777,2.888888888888889
556.60422,0,Post-Secondary,2.0,2.0,3.0,2.0,3.0,2.0,1.0,1.0,2.0,4.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,4.0,4.0,2.0,3.0,3.0,4.0,3.0,2.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,3.142857142857143,3.111111111111111,3.888888888888889
482.24216,0,Post-Secondary,3.0,1.0,1.0,4.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,4.0,2.0,4.0,3.0,4.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,3.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,2.2222222222222223,3.142857142857143,1.6666666666666667,3.7777777777777777
518.08695,0,University or Higher,1.0,3.0,3.0,3.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,2.0,1.0,3.0,3.0,3.0,3.0,1.8888888888888888,2.857142857142857,1.5555555555555556,2.6666666666666665
655.08233,1,Post-Secondary,3.0,1.0,1.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,4.0,1.0,3.0,2.0,3.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,2.2222222222222223,3.142857142857143,1.8888888888888888,3.7777777777777777
577.18646,1,University or Higher,3.0,2.0,2.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,2.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,3.111111111111111,3.7142857142857144,3.2222222222222223,3.6666666666666665
619.10781,1,Don't Know,3.0,3.0,3.0,3.0,2.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,2.0,2.0,1.0,3.0,3.0,4.0,3.0,2.111111111111111,2.2857142857142856,1.2222222222222223,2.6666666666666665
534.21516,0,Post-Secondary,2.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,1.0,4.0,4.0,4.0,4.0,1.7777777777777777,3.142857142857143,2.0,3.2222222222222223
548.97874,0,Don't Know,3.0,1.0,1.0,4.0,4.0,2.0,2.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,2.0,4.0,3.0,3.0,1.0,3.0,1.0,2.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.6666666666666665,3.4285714285714284,2.3333333333333335,4.0
561.29543,1,Don't Know,3.0,4.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,1.0,3.0,2.0,2.0,3.0,1.0,2.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,2.7777777777777777,3.857142857142857,2.111111111111111,3.888888888888889
440.9425,1,Secondary or lower,3.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.4444444444444446,2.857142857142857,2.6666666666666665,3.2222222222222223
536.23567,0,Don't Know,3.0,1.0,1.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,1.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,1.0,2.0,2.0,2.111111111111111,2.7142857142857144,2.3333333333333335,2.2222222222222223
559.8671,0,Post-Secondary,3.0,3.0,2.0,4.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,2.7777777777777777,3.0,1.8888888888888888,3.7777777777777777
586.6004,0,University or Higher,3.0,1.0,1.0,4.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,2.6666666666666665,3.4285714285714284,2.6666666666666665,3.7777777777777777
504.35796,1,Secondary or lower,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.3333333333333333,3.857142857142857,3.5555555555555554,3.888888888888889
402.72566,1,Don't Know,2.0,1.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,4.0,2.0,1.6666666666666667,3.7142857142857144,1.2222222222222223,2.2222222222222223
611.69768,0,Don't Know,3.0,1.0,3.0,3.0,2.0,1.0,1.0,2.0,1.0,2.0,4.0,4.0,4.0,4.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,1.8888888888888888,3.5714285714285716,1.5555555555555556,2.2222222222222223
470.70806,1,University or Higher,3.0,2.0,2.0,4.0,3.0,2.0,3.0,3.0,2.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.6666666666666665,3.7142857142857144,2.111111111111111,3.2222222222222223
611.13869,1,University or Higher,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.6666666666666665,2.4285714285714284,2.888888888888889,2.4444444444444446
524.41584,0,Secondary or lower,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,1.0,1.0,2.0,4.0,1.0,2.0,4.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,2.0,4.0,2.2222222222222223,3.857142857142857,2.111111111111111,2.7777777777777777
439.44691,0,University or Higher,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.3333333333333335,4.0,3.3333333333333335,4.0
346.32402,0,Don't Know,3.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.888888888888889,4.0,2.4444444444444446,4.0
325.81015,0,Post-Secondary,4.0,1.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,4.0,1.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.3333333333333335,4.0,2.5555555555555554,4.0
491.61033,0,Don't Know,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.3333333333333335,4.0,3.5555555555555554,4.0
499.93333,0,Secondary or lower,4.0,1.0,1.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,1.0,2.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,3.111111111111111,3.857142857142857,3.0,3.6666666666666665
451.28033,0,Don't Know,3.0,2.0,3.0,4.0,3.0,4.0,3.0,3.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,3.0,1.0,1.0,1.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.857142857142857,2.5555555555555554,3.888888888888889
413.36738,0,Secondary or lower,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,2.0,4.0,1.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.3333333333333335,4.0,2.4444444444444446,4.0
392.22592,0,Don't Know,3.0,1.0,1.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,2.888888888888889,4.0,3.5555555555555554,3.5555555555555554
431.73914,0,Don't Know,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,2.111111111111111,3.2857142857142856,2.3333333333333335,2.3333333333333335
406.26158,0,Secondary or lower,3.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,2.5555555555555554,4.0,3.5555555555555554,3.888888888888889
363.95573,0,Secondary or lower,4.0,3.0,1.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,2.0,4.0,3.0,4.0,3.0,1.0,3.0,2.0,2.0,4.0,4.0,3.0,3.0,2.0,2.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,3.3333333333333335,2.857142857142857,2.7777777777777777,3.7777777777777777
408.78674,0,Secondary or lower,4.0,1.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,2.0,4.0,1.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.5555555555555554,4.0,2.4444444444444446,4.0
361.13849,0,Don't Know,3.0,1.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.3333333333333335,4.0,4.0,4.0
562.16767,1,Don't Know,1.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,3.0,2.0,2.0,1.0,1.0,4.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.6666666666666667,1.1428571428571428,2.4444444444444446,1.0
617.49552,0,Post-Secondary,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,2.0,2.0,3.0,4.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.3333333333333335,3.5714285714285716,3.0,3.888888888888889
721.90554,0,Don't Know,4.0,1.0,1.0,4.0,4.0,4.0,4.0,3.0,4.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.2222222222222223,2.4285714285714284,2.7777777777777777,4.0
651.02461,0,Post-Secondary,4.0,1.0,2.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,2.0,4.0,3.0,3.0,2.0,3.0,4.0,3.0,3.111111111111111,3.5714285714285716,3.5555555555555554,3.0
673.45387,0,University or Higher,4.0,1.0,1.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,3.0,4.0,2.0,3.0,2.0,4.0,3.0,3.0,2.0,3.0,4.0,3.0,3.2222222222222223,4.0,3.4444444444444446,3.0
569.15064,0,Post-Secondary,4.0,3.0,1.0,4.0,4.0,3.0,3.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,4.0,4.0,4.0,4.0,3.111111111111111,3.857142857142857,2.4444444444444446,3.2222222222222223
570.56561,1,University or Higher,2.0,3.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,4.0,3.0,1.0,3.0,4.0,3.0,3.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,3.0,3.0,2.0,2.0,1.0,3.0,4.0,4.0,4.0,2.111111111111111,2.857142857142857,1.8888888888888888,2.888888888888889
598.25988,0,University or Higher,4.0,1.0,2.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,1.0,4.0,2.0,3.0,3.0,1.0,1.0,3.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,2.0,3.2222222222222223,3.857142857142857,2.2222222222222223,2.3333333333333335
628.39981,0,University or Higher,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.3333333333333335,3.857142857142857,3.5555555555555554,3.888888888888889
591.02091,1,University or Higher,2.0,1.0,1.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,2.0,1.0,2.0,3.0,3.0,4.0,4.0,3.0,3.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,2.888888888888889,4.0,2.6666666666666665,2.4444444444444446
629.0284,0,University or Higher,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,1.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.4444444444444446,2.857142857142857,2.2222222222222223,2.4444444444444446
597.53119,0,University or Higher,3.0,4.0,3.0,2.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,1.0,2.0,1.0,1.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,2.2222222222222223,2.142857142857143,3.0,3.4444444444444446
504.59214,1,University or Higher,1.0,4.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,1.0,3.0,1.0,2.0,3.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,1.8888888888888888,4.0
553.12899,0,Don't Know,3.0,4.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,1.0,3.0,2.0,3.0,3.0,2.0,2.0,4.0,4.0,4.0,4.0,1.0,3.0,2.0,4.0,4.0,2.0,3.2857142857142856,2.3333333333333335,3.3333333333333335
560.20217,0,University or Higher,1.0,4.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,1.7777777777777777,1.5714285714285714,2.111111111111111,3.888888888888889
611.51228,1,University or Higher,2.0,3.0,4.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.4285714285714286,1.4444444444444444,3.0
620.98367,1,Don't Know,3.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,2.0,1.0,2.0,3.0,2.0,2.0,3.0,4.0,3.0,3.0,1.0,4.0,3.0,4.0,4.0,2.6666666666666665,3.5714285714285716,2.3333333333333335,3.2222222222222223
592.81247,0,Don't Know,3.0,1.0,4.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,1.0,3.0,3.0,3.0,4.0,2.0,4.0,4.0,4.0,4.0,2.5555555555555554,2.2857142857142856,2.7777777777777777,3.4444444444444446
589.38768,1,Don't Know,3.0,2.0,2.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.5714285714285716,2.2222222222222223,2.6666666666666665
529.13789,0,University or Higher,2.0,4.0,3.0,4.0,1.0,2.0,3.0,4.0,2.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,2.7777777777777777,3.5714285714285716,1.3333333333333333,3.6666666666666665
572.52098,1,Don't Know,4.0,2.0,1.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,3.0,1.0,2.0,3.0,3.0,2.0,2.0,4.0,4.0,3.0,2.0,4.0,4.0,4.0,4.0,3.3333333333333335,4.0,2.4444444444444446,3.4444444444444446
676.08403,0,Don't Know,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.3333333333333335,4.0,3.5555555555555554,3.7777777777777777
603.05142,0,Don't Know,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.3333333333333335,4.0,4.0,4.0
538.95737,0,Post-Secondary,1.0,4.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,3.0,1.8888888888888888,3.5714285714285716,1.1111111111111112,1.7777777777777777
675.13942,1,University or Higher,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.3333333333333335,4.0,4.0,3.888888888888889
568.52973,0,University or Higher,4.0,3.0,2.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,2.0,3.0,2.0,1.0,2.0,1.0,3.0,4.0,2.0,1.0,4.0,2.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.2222222222222223,3.4285714285714284,2.111111111111111,3.6666666666666665
606.10061,0,University or Higher,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.7777777777777777,3.0,2.6666666666666665,4.0
598.68781,0,University or Higher,4.0,1.0,2.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,3.111111111111111,4.0,2.888888888888889,2.6666666666666665
645.63922,0,University or Higher,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.2222222222222223,3.857142857142857,3.3333333333333335,3.6666666666666665
595.83516,1,University or Higher,2.0,4.0,3.0,3.0,1.0,2.0,2.0,2.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,1.0,2.0,2.0,1.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,3.0,1.0,2.0,3.0,2.2222222222222223,4.0,2.3333333333333335,2.111111111111111
519.60659,1,University or Higher,4.0,2.0,3.0,3.0,4.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,2.0,2.0,2.0,3.0,3.0,4.0,1.0,3.0,2.0,4.0,3.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,3.2222222222222223,3.857142857142857,2.4444444444444446,3.6666666666666665
